Age,Gender,Height,Weight,BMI,Calories,WorkoutDuration,Steps,SleepHours,WaterIntake,ActivityLevel,FatLoss,WeightLoss
59,Female,152.2,78.2,33.76,2900,3,5204,5.5,4.6,Moderate,3.7,4.09
30,Other,166.6,97.7,35.21,2978,10,6384,5.8,3.2,High,3.73,4.78
40,Male,179.1,84.2,26.25,2097,11,10007,8.3,1.1,Moderate,5.57,6.73
51,Female,156.5,93.5,38.16,1195,74,5526,7.8,1.8,High,8.23,8.8
47,Female,161.4,59.5,22.85,1850,0,6434,9.9,3.2,Low,3.58,4.35
21,Male,179.1,109.3,34.09,2683,67,11585,6.2,3.2,Moderate,6.48,7.67
46,Male,161.5,82.0,31.44,3349,56,1825,8.6,3.1,Moderate,5.35,6.88
19,Female,157.7,45.0,18.09,2272,49,8795,7.6,2.7,Low,6.01,6.76
23,Male,175.7,107.9,34.96,1996,31,9362,6.3,2.3,Moderate,5.22,6.08
49,Female,156.1,78.1,32.06,3499,78,9458,6.8,3.6,Moderate,5.83,6.47
22,Male,181.9,70.9,21.42,2502,48,6245,6.3,1.8,Moderate,4.15,4.23
34,Male,176.8,67.1,21.46,1686,4,4272,7.3,2.6,High,4.91,5.63
46,Female,161.1,85.9,33.12,2240,11,13318,8.2,2.0,Low,4.28,5.36
49,Male,174.6,62.0,20.33,2799,0,5002,6.6,2.0,Low,1.77,2.1
39,Male,175.1,67.6,22.05,2264,78,4090,8.0,2.2,Low,4.62,4.62
22,Female,171.3,68.0,23.18,2697,84,8070,8.5,1.9,High,6.3,7.11
56,Female,150.5,72.7,32.12,1497,75,5413,8.8,3.1,Low,7.01,7.01
63,Male,187.6,68.7,19.53,1582,40,11677,5.6,1.3,Low,5.25,5.3
60,Female,163.6,93.4,34.89,1932,5,7071,6.9,3.0,Low,4.13,4.16
53,Female,158.8,82.9,32.88,2158,15,12131,7.9,2.0,Moderate,5.63,5.63
37,Female,164.3,85.1,31.52,2466,17,9570,5.7,2.6,Moderate,4.29,5.26
60,Male,157.5,89.0,35.89,2618,43,6641,5.4,2.4,Moderate,5.24,5.89
41,Male,175.7,76.3,24.74,3533,83,11899,7.0,2.2,Moderate,4.96,6.28
24,Female,165.6,59.6,21.74,1930,83,5722,6.5,3.7,Moderate,6.28,7.14
58,Female,155.9,110.5,45.44,2143,31,6879,6.8,2.3,Low,4.46,5.79
33,Male,162.0,94.7,36.07,1944,0,9852,6.4,3.2,Moderate,4.49,4.86
63,Female,150.1,107.0,47.52,2839,12,8793,9.6,3.2,Low,4.03,4.75
35,Male,176.1,96.6,31.15,2866,78,5642,6.4,2.4,Low,5.38,5.53
59,Female,158.6,69.7,27.71,2076,51,2622,7.7,1.5,High,6.54,7.04
43,Female,152.7,45.0,19.29,3332,35,7934,7.6,1.8,Low,3.26,4.36
40,Other,172.0,55.9,18.89,1945,33,5455,5.0,3.8,Moderate,4.12,4.71
32,Other,179.2,89.5,27.85,2814,23,8103,8.8,3.0,Moderate,5.01,5.53
58,Male,177.3,76.2,24.22,3027,11,6526,7.8,2.7,High,3.85,4.44
20,Female,159.9,70.4,27.56,1619,103,5488,7.2,2.1,Moderate,7.89,8.54
40,Male,175.1,45.0,14.68,2588,93,7061,8.3,4.2,Moderate,6.07,6.72
35,Female,161.9,77.8,29.68,1100,21,7743,6.9,1.8,Moderate,5.82,6.89
44,Female,154.4,58.5,24.54,2712,0,10432,8.1,2.7,High,3.71,4.05
30,Male,174.5,65.0,21.33,1749,49,9481,4.7,3.1,Low,6.85,7.37
49,Male,184.7,93.3,27.34,2583,40,15330,8.0,1.4,Moderate,5.54,6.17
36,Male,163.8,59.5,22.17,2677,62,8495,7.2,1.9,Moderate,4.75,5.03
27,Male,183.2,61.2,18.22,2860,68,5644,7.2,2.2,Low,4.38,4.82
27,Male,187.0,81.3,23.27,2745,12,7417,6.0,3.4,Low,2.78,3.65
51,Female,151.3,93.7,40.92,2327,80,9989,6.7,2.2,High,7.43,7.74
30,Female,166.7,70.8,25.47,2109,35,11511,6.7,1.3,Moderate,5.57,7.14
32,Female,162.0,104.4,39.77,2262,62,12695,5.6,1.2,Moderate,6.95,8.12
48,Female,179.9,55.0,17.0,1741,37,4440,7.4,1.9,Moderate,5.92,6.58
33,Female,159.3,51.8,20.43,2194,70,12482,8.9,1.3,Low,6.13,6.93
36,Male,173.2,50.3,16.76,2154,0,7838,5.3,3.3,Low,2.74,3.61
29,Female,181.8,48.3,14.6,1905,65,4755,7.6,3.3,Moderate,6.71,7.51
34,Female,163.4,84.1,31.5,1429,21,7286,6.5,2.6,Moderate,5.6,6.23
51,Female,161.5,60.4,23.15,1661,47,12237,6.4,2.4,Moderate,6.37,7.93
43,Female,155.1,52.6,21.87,1100,79,9600,7.1,3.3,Moderate,8.5,8.85
65,Female,172.7,84.8,28.45,2146,22,3757,7.1,3.2,Moderate,5.44,5.9
55,Female,153.9,92.8,39.2,2480,18,3784,7.2,1.7,Moderate,4.76,5.39
18,Female,165.0,96.9,35.6,1100,34,3686,5.6,1.8,Moderate,6.07,6.9
36,Male,183.9,93.8,27.72,2418,32,5439,8.3,3.2,Moderate,4.98,6.29
31,Female,160.7,61.5,23.81,2238,15,8271,7.1,2.8,Low,3.83,4.43
46,Male,182.7,83.0,24.85,1711,47,4058,7.7,3.1,Low,6.67,7.47
30,Male,162.8,86.9,32.79,2084,49,6500,8.5,1.8,High,7.48,8.22
64,Female,160.1,69.5,27.11,2825,57,12907,4.7,1.9,Moderate,5.08,5.65
32,Male,178.1,81.0,25.53,1812,22,13662,7.8,3.0,High,7.01,8.04
43,Other,173.3,55.5,18.47,2339,18,13426,6.8,2.0,Moderate,3.61,4.36
23,Male,164.5,66.7,24.64,2473,41,1717,8.2,1.2,Moderate,5.04,5.99
61,Female,164.3,84.7,31.36,1888,38,13858,6.0,2.0,High,6.76,7.26
61,Male,186.2,105.1,30.33,2804,38,8320,8.1,2.4,Low,4.32,4.73
56,Other,176.0,98.7,31.88,2501,25,8272,5.7,4.1,Low,4.48,4.96
34,Male,183.3,89.9,26.75,2174,54,11601,7.5,1.8,Moderate,7.47,8.17
20,Male,181.4,79.4,24.13,3481,18,10462,7.3,2.5,Moderate,3.46,4.45
52,Male,178.8,76.6,23.98,2806,41,1459,6.8,4.4,Low,3.91,5.24
38,Female,159.7,51.9,20.37,1456,36,5856,5.8,1.6,Low,5.54,6.2
65,Other,177.9,63.0,19.89,2105,44,6718,6.6,3.2,High,6.06,7.32
51,Other,185.5,63.5,18.48,3533,78,3344,8.1,2.0,High,4.41,5.23
43,Male,174.7,88.3,28.96,1808,8,11490,8.8,3.0,High,6.11,6.48
65,Female,152.4,95.0,40.88,2333,0,13036,9.3,4.7,Low,3.57,4.22
56,Male,162.0,91.3,34.77,2915,28,7963,7.6,3.3,High,5.65,6.52
40,Female,163.1,99.3,37.33,2626,12,9045,7.3,2.7,Moderate,4.67,5.57
18,Female,169.5,79.3,27.6,2698,0,7960,7.5,1.7,Low,2.43,2.86
22,Male,167.5,60.3,21.51,2668,93,8347,9.3,2.4,Low,4.75,5.23
39,Female,172.2,77.1,26.01,2312,60,11911,7.6,2.1,Low,6.24,6.72
44,Female,168.6,65.0,22.84,1903,63,1820,7.1,1.3,High,6.96,7.49
19,Male,186.7,89.8,25.77,2517,37,9701,6.7,0.8,Moderate,4.13,4.84
24,Male,181.1,71.5,21.82,2098,56,8041,6.8,1.9,Low,5.06,6.32
51,Male,166.6,76.2,27.45,2059,33,5502,7.5,2.6,Low,5.66,6.12
54,Male,160.7,90.5,35.03,3041,67,6238,6.1,3.6,High,5.39,5.42
19,Male,186.0,64.7,18.7,2109,50,14413,6.2,1.9,Moderate,7.16,7.16
42,Female,170.4,95.4,32.84,3153,43,3353,6.9,2.8,High,4.88,5.76
21,Male,186.7,53.7,15.42,2428,46,7410,6.5,1.1,Low,3.5,3.91
52,Female,155.7,83.5,34.45,2220,86,13703,7.7,1.9,High,8.14,8.83
58,Female,163.6,76.4,28.52,1391,49,3554,7.8,0.8,Low,7.26,7.61
59,Female,157.2,92.9,37.59,3359,16,6403,7.3,4.6,Low,3.96,4.51
46,Female,162.1,53.3,20.28,2297,54,8148,7.6,2.8,High,5.99,6.47
48,Male,172.4,50.4,16.98,1164,58,9444,7.1,2.7,Low,8.28,8.64
62,Male,185.4,91.5,26.62,2793,40,7718,4.0,3.1,Moderate,3.61,4.64
47,Male,185.1,71.0,20.7,2274,43,4866,5.9,4.9,Moderate,4.87,5.93
39,Other,175.2,76.4,24.87,1834,15,9565,7.8,2.2,Moderate,5.83,6.65
54,Other,169.2,66.1,23.1,2765,47,7647,6.0,1.7,Low,3.37,4.69
46,Male,184.4,94.4,27.76,1100,10,10197,8.0,4.4,Moderate,6.86,7.0
58,Male,157.8,83.4,33.48,1942,37,11232,8.1,1.5,Low,6.44,6.96
43,Female,168.3,82.3,29.08,2150,26,2798,6.7,3.8,High,4.7,5.18
59,Male,179.9,56.9,17.59,2726,72,11615,6.3,2.5,High,6.05,6.9
20,Other,167.4,87.0,31.07,3420,88,7108,7.0,3.0,High,5.72,5.88
19,Male,181.8,60.1,18.2,2177,12,10888,6.9,1.3,High,4.26,5.09
22,Male,173.8,66.1,21.9,2529,44,9728,7.8,4.9,Moderate,5.52,5.61
44,Male,169.6,53.4,18.57,3674,36,14489,4.2,2.3,Low,2.1,2.97
52,Male,181.7,75.2,22.77,2302,58,8021,6.1,2.0,Low,4.55,5.55
28,Male,165.3,97.2,35.55,2534,47,6588,5.8,3.1,High,5.21,5.41
25,Female,159.4,82.1,32.32,1681,34,6204,4.0,2.0,Moderate,6.18,6.65
59,Male,158.1,70.0,28.01,3279,47,4370,6.4,3.0,Low,3.78,4.79
54,Female,176.1,80.0,25.78,1943,38,10828,5.2,1.5,Low,5.81,6.89
49,Male,174.4,79.9,26.27,2434,89,4145,6.5,2.7,High,5.81,5.91
41,Male,169.7,79.2,27.5,2420,22,10797,6.4,2.1,Low,3.8,4.54
38,Male,177.1,81.2,25.88,2342,52,7217,7.5,1.9,Moderate,5.33,6.16
18,Male,173.4,59.3,19.72,2082,59,1828,6.7,1.8,Moderate,5.05,5.65
27,Male,182.4,79.9,24.01,2420,57,13208,5.0,3.4,Moderate,5.83,6.93
61,Male,178.5,46.4,14.57,3178,36,1000,7.4,2.3,Low,2.93,3.34
34,Female,160.6,88.4,34.25,3440,83,7713,9.9,2.4,Moderate,4.66,5.11
51,Female,150.5,58.2,25.67,2212,0,8818,8.3,3.0,Low,3.48,3.84
51,Female,170.1,99.2,34.3,2075,14,1000,7.8,3.6,Low,4.61,5.3
32,Male,171.6,45.0,15.28,1895,63,9544,6.8,1.8,Moderate,6.67,7.17
27,Female,171.0,108.1,37.0,3643,20,5655,6.4,2.8,High,3.43,4.34
51,Female,169.6,48.5,16.86,2364,18,7130,6.3,1.8,Moderate,3.69,4.17
22,Male,182.9,56.4,16.86,2857,31,12700,7.3,2.4,Low,4.11,4.65
41,Male,174.7,83.4,27.31,2648,23,8499,5.6,3.6,Low,3.5,4.19
60,Female,162.5,89.1,33.75,3404,62,6773,7.3,0.8,Moderate,4.45,4.78
52,Female,176.7,72.9,23.34,2176,70,7403,6.2,1.8,Low,5.26,6.23
54,Male,181.5,94.1,28.54,1746,47,14216,4.9,2.4,Low,6.55,7.41
21,Male,169.4,63.7,22.2,3229,74,9416,6.2,2.9,Low,4.91,5.76
27,Other,165.7,70.8,25.8,2751,6,4906,8.5,3.7,Low,3.43,3.69
31,Male,187.2,72.6,20.71,2528,47,6290,7.2,1.1,Moderate,4.81,5.97
32,Female,156.1,68.3,28.05,3067,82,3834,4.0,3.9,Low,4.35,4.35
27,Female,160.2,45.0,17.54,2556,72,6419,6.2,3.1,Low,3.72,4.6
64,Female,158.5,77.6,30.88,3084,85,13627,8.1,2.4,Low,5.84,6.51
25,Female,162.5,75.9,28.76,2423,28,7417,6.6,1.3,Moderate,4.3,5.15
51,Male,171.8,97.4,33.02,2750,70,3320,7.6,2.1,Moderate,5.91,6.46
46,Female,156.4,54.9,22.43,2563,33,9508,6.5,3.5,Low,4.34,4.99
47,Female,169.6,66.5,23.11,2137,61,6625,7.2,2.6,Moderate,7.08,7.95
28,Female,162.7,99.7,37.64,2197,81,9964,7.0,2.4,Low,8.17,8.79
32,Male,190.6,83.3,22.93,2103,22,7151,6.2,1.7,High,4.36,5.05
47,Male,172.4,87.9,29.56,2432,0,13058,7.7,3.3,Moderate,4.09,4.8
32,Male,162.8,86.2,32.49,2072,96,4812,8.8,2.5,Moderate,7.29,8.68
51,Male,160.2,86.2,33.59,2517,58,3921,7.5,2.4,Moderate,6.31,6.37
19,Female,159.6,110.8,43.47,2500,42,11281,7.1,2.5,Moderate,6.05,7.12
21,Female,149.4,79.6,35.67,2402,40,1000,6.0,2.0,Moderate,4.92,5.69
52,Female,160.3,59.8,23.27,2411,0,7398,8.1,1.9,Moderate,3.56,4.29
47,Female,160.2,89.5,34.87,2016,50,10802,6.4,1.2,Moderate,7.79,7.96
20,Male,173.8,67.8,22.45,2159,30,1000,7.7,2.0,Low,4.04,5.06
61,Male,180.7,76.0,23.27,1464,46,8226,7.9,1.0,Low,5.88,6.1
18,Male,174.4,84.7,27.85,2240,45,2764,8.2,3.0,Moderate,5.9,7.04
63,Male,174.1,63.2,20.85,1807,0,1543,8.2,2.0,Moderate,3.72,4.15
53,Male,169.4,68.8,23.99,2349,58,4269,8.2,2.2,Low,4.53,5.67
65,Male,185.4,86.6,25.19,1942,50,7358,5.5,2.6,High,6.68,7.05
63,Male,161.7,68.1,26.04,1274,54,5529,6.0,1.9,Low,5.65,5.94
33,Female,161.4,95.5,36.67,3426,39,11874,5.4,1.5,Low,3.58,4.17
54,Male,172.5,60.2,20.24,2184,46,8288,5.3,2.8,Moderate,5.24,5.6
28,Male,180.3,60.2,18.52,3023,49,6288,8.8,4.3,High,4.82,5.35
40,Male,173.8,112.3,37.17,2036,52,3415,5.8,3.4,Moderate,6.49,7.7
29,Female,155.7,50.5,20.81,3149,58,8784,5.6,3.8,Moderate,5.16,5.59
41,Female,163.9,77.5,28.87,1724,52,15206,6.9,1.4,Low,6.62,7.3
59,Male,185.1,111.3,32.48,2388,96,5539,6.1,2.4,High,5.67,6.85
38,Male,174.0,77.5,25.59,1753,24,5950,9.7,2.4,Moderate,4.89,5.59
22,Female,178.9,102.2,31.93,3600,34,4287,6.7,3.9,Low,3.38,4.39
33,Female,161.0,89.7,34.62,2175,92,12144,7.5,3.4,Moderate,8.5,9.31
55,Female,160.0,77.9,30.4,2714,40,11244,6.1,2.5,Low,4.59,5.56
43,Female,159.0,75.6,29.91,2525,71,6438,5.0,0.8,Moderate,5.26,5.85
44,Female,155.2,45.0,18.68,2287,48,5903,6.1,1.6,Moderate,4.08,4.91
38,Female,166.8,72.3,25.97,2558,38,4696,6.1,3.2,Moderate,4.6,5.85
32,Male,175.2,82.2,26.78,2979,72,6987,6.1,2.3,High,5.0,5.5
46,Female,158.0,82.2,32.91,2634,59,11569,5.1,2.5,Moderate,6.53,7.29
48,Male,176.6,122.4,39.24,2381,2,8145,7.2,3.2,Moderate,4.51,4.89
61,Female,155.1,83.1,34.52,2559,49,12506,6.6,3.6,Moderate,5.97,6.95
47,Male,177.2,89.3,28.45,3257,17,5479,5.1,1.9,Low,2.92,2.95
65,Male,174.8,99.0,32.41,2091,80,1000,7.1,3.1,Moderate,7.55,8.06
57,Female,168.1,87.7,31.04,1373,94,17118,7.9,4.1,High,8.5,9.47
21,Female,163.4,76.5,28.64,1751,97,8751,8.4,3.9,Moderate,8.5,9.06
36,Male,194.8,76.5,20.16,1788,55,10724,4.1,2.1,Moderate,6.85,6.85
36,Other,174.4,71.7,23.57,1859,32,5243,6.1,2.9,Moderate,4.91,5.26
18,Male,181.7,86.0,26.06,1876,54,3231,5.4,3.3,High,6.87,7.25
26,Male,168.2,74.9,26.49,2288,18,8541,6.2,2.6,Low,3.96,5.13
54,Female,161.3,89.2,34.29,2423,110,1029,8.7,2.4,Low,5.66,6.55
34,Male,168.4,59.8,21.11,2418,78,7065,6.1,1.0,Moderate,4.55,5.48
25,Male,177.6,80.6,25.55,1934,53,11578,6.4,1.8,Low,6.4,6.58
31,Female,172.8,105.9,35.48,2796,72,9569,6.0,2.0,High,6.21,6.83
31,Male,177.6,74.0,23.44,2567,31,8892,9.0,1.5,Low,3.49,4.66
26,Male,172.1,111.2,37.53,3090,13,14103,4.2,2.7,Low,3.41,4.34
22,Male,167.7,80.9,28.79,2723,0,9313,6.3,3.4,Moderate,3.33,3.77
54,Female,156.3,77.0,31.52,2125,47,1334,6.0,2.2,Low,5.02,5.91
57,Male,186.3,80.1,23.07,2952,39,7478,4.9,0.8,Moderate,3.53,3.7
41,Male,177.7,72.4,22.92,2436,59,14738,8.3,2.5,Moderate,6.33,6.65
47,Female,160.7,45.0,17.43,2698,45,6916,4.8,2.8,High,4.22,4.22
62,Male,182.8,93.8,28.09,2660,58,14524,6.4,2.8,Low,5.2,5.77
58,Male,166.9,117.5,42.19,2237,67,11582,6.9,2.0,Moderate,6.91,7.75
19,Female,163.1,86.6,32.56,2351,4,6570,6.1,1.5,High,4.9,5.18
63,Female,158.8,87.7,34.81,2234,69,4218,4.9,3.4,Moderate,5.6,6.18
21,Male,178.9,74.7,23.34,1873,33,9189,6.8,2.9,Low,4.3,4.63
19,Female,163.1,98.8,37.16,1227,59,12446,6.1,2.0,Low,7.82,8.23
37,Female,157.8,77.3,31.03,1953,73,2474,8.0,1.2,Moderate,7.12,7.37
53,Male,178.9,82.8,25.88,2399,73,8421,7.6,2.8,Low,5.64,6.69
21,Female,171.1,49.8,17.01,2842,48,1000,9.3,1.8,Moderate,3.36,3.73
32,Female,159.5,68.5,26.9,2697,49,6811,7.1,2.9,Moderate,5.13,5.65
30,Female,156.5,84.6,34.56,2160,69,2208,7.7,2.7,Moderate,7.78,8.21
37,Female,164.4,94.3,34.92,1959,2,9967,6.6,4.5,Moderate,4.39,5.12
65,Female,166.5,94.8,34.19,2210,18,5588,9.1,2.5,Moderate,5.08,6.57
33,Other,162.7,49.6,18.72,1812,37,12053,7.0,4.4,Low,6.55,8.14
28,Female,162.1,51.4,19.55,1242,7,6108,6.9,2.7,Moderate,4.68,5.22
23,Female,163.1,88.5,33.27,1527,37,5789,7.6,2.0,High,7.85,8.62
27,Female,163.6,64.6,24.11,2987,35,2346,6.2,1.7,Moderate,2.97,3.92
24,Female,164.4,94.1,34.84,3228,47,9368,6.4,1.8,Low,4.67,5.73
45,Female,165.0,48.7,17.88,2676,43,9722,7.6,3.0,Low,4.71,5.55
38,Male,179.4,76.2,23.7,2270,74,11289,7.9,2.7,Moderate,6.91,7.91
41,Male,171.6,77.4,26.29,1603,61,10293,7.7,0.9,Moderate,8.13,8.89
57,Female,156.3,86.6,35.48,2219,43,9404,6.9,3.5,Moderate,6.04,6.44
45,Male,175.9,59.4,19.21,2605,35,10085,7.3,3.9,Low,4.64,5.65
25,Female,167.3,45.0,16.08,2714,43,10438,8.2,0.9,Moderate,4.83,5.5
36,Female,149.5,81.1,36.28,2644,44,11176,5.7,3.5,Low,4.31,5.04
33,Female,149.5,87.5,39.12,2904,115,2653,7.0,4.1,Low,4.89,5.03
57,Male,190.2,96.1,26.58,3271,4,6383,4.0,1.0,Moderate,2.73,3.08
32,Female,172.6,71.5,24.0,2097,19,2319,7.9,2.2,High,5.28,5.76
24,Male,172.4,92.0,30.95,3702,14,9162,6.1,1.8,High,3.65,4.45
53,Female,162.7,86.7,32.77,1290,52,13704,6.1,3.5,Low,7.88,9.13
38,Male,167.7,101.8,36.18,1910,51,11137,6.9,2.2,Low,6.98,7.87
22,Female,160.2,77.0,30.01,2400,28,5875,7.7,2.2,Low,4.88,5.44
51,Female,164.1,46.9,17.39,2574,70,9768,9.9,3.0,High,5.59,5.87
28,Female,152.9,76.8,32.82,2209,55,9221,5.1,4.0,Low,5.55,6.6
59,Female,154.2,79.6,33.45,2052,71,8815,6.0,2.5,High,7.7,8.43
57,Male,162.5,87.3,33.08,3401,78,3438,7.3,2.2,Moderate,4.71,4.71
35,Male,168.9,50.4,17.67,2028,0,12602,6.1,2.3,High,3.77,4.75
44,Male,184.6,72.4,21.25,1790,64,3876,8.0,3.2,Low,5.71,6.46
45,Other,181.6,93.6,28.38,3145,8,6716,6.8,1.4,Moderate,2.99,2.99
49,Female,159.1,76.1,30.08,2724,51,11356,8.1,2.6,Low,6.61,7.44
21,Male,182.2,72.5,21.85,2847,42,6693,6.7,1.8,Moderate,3.81,4.46
33,Male,173.1,112.3,37.49,2397,44,8277,7.7,1.5,Moderate,5.8,5.96
26,Male,177.4,58.7,18.67,1612,11,8418,5.9,0.8,High,4.77,6.1
51,Female,167.9,100.2,35.56,2342,73,8230,9.3,2.1,Moderate,5.71,6.48
21,Male,172.0,96.4,32.57,1543,8,8402,5.0,3.6,High,5.66,6.11
42,Male,167.9,73.9,26.24,2421,66,8748,6.2,0.8,Moderate,5.78,6.12
52,Male,177.8,77.4,24.5,2626,4,8261,5.3,3.1,Moderate,3.31,3.86
63,Male,179.9,77.3,23.89,2837,44,4865,8.0,2.0,Low,3.7,4.27
31,Male,174.9,81.3,26.57,2253,95,2574,7.6,1.6,Low,5.93,6.75
18,Male,182.0,67.3,20.31,2674,111,11493,5.5,2.9,Low,5.16,5.7
52,Female,163.3,70.3,26.37,1848,0,11653,8.2,3.8,Low,4.83,5.31
18,Female,156.7,71.6,29.16,2783,25,9181,6.2,3.9,Low,3.62,4.3
21,Male,177.0,72.2,23.04,2637,30,9151,7.5,2.9,Low,3.86,4.32
65,Female,168.8,72.4,25.42,1899,108,4796,7.7,2.5,Low,7.53,8.11
59,Female,157.6,45.0,18.12,2565,43,1000,6.7,3.0,Moderate,3.34,4.44
51,Female,170.0,79.8,27.58,2844,75,7129,8.1,4.8,Moderate,5.01,5.46
58,Female,162.2,68.5,26.04,2339,53,1359,6.8,2.3,High,4.55,5.11
21,Male,178.2,45.0,14.17,1888,11,8645,7.4,3.6,Moderate,5.0,5.33
22,Female,160.5,71.7,27.83,2388,0,12564,6.7,2.1,Low,2.54,3.53
32,Female,143.4,71.1,34.59,2576,27,5843,4.8,1.9,High,4.77,4.78
19,Female,154.0,101.0,42.54,1884,109,6044,6.9,4.2,High,7.16,7.47
60,Male,162.0,68.3,26.02,1796,52,4479,6.0,2.6,Moderate,6.51,7.36
20,Male,154.1,90.0,37.93,2560,74,8154,8.7,2.8,Low,5.8,6.35
44,Male,184.2,102.9,30.32,2711,5,7883,5.4,3.1,High,3.81,4.71
58,Other,177.5,66.7,21.17,3374,35,4433,8.5,1.8,High,3.36,3.89
53,Female,154.1,77.1,32.47,2632,66,11194,6.8,2.2,High,6.3,6.66
29,Male,179.6,109.1,33.85,1695,14,17458,7.5,2.0,Moderate,6.33,6.89
40,Female,161.9,82.1,31.34,3319,43,12164,5.3,2.9,Low,4.07,4.21
44,Male,185.3,84.7,24.67,2827,20,7612,6.6,2.9,Moderate,3.67,3.98
54,Male,181.7,70.7,21.41,1297,68,7571,6.2,2.1,Moderate,6.5,7.42
38,Female,165.2,90.4,33.11,1784,56,6202,9.5,4.4,Low,6.2,6.71
31,Female,168.0,77.3,27.38,2054,64,6130,6.2,2.6,Low,5.8,6.39
56,Female,159.5,45.0,17.69,2719,69,11353,8.4,2.7,High,6.76,7.4
60,Female,181.8,71.6,21.67,1110,38,11505,8.4,3.8,Low,6.84,6.89
41,Female,153.5,56.7,24.08,2240,73,3906,8.4,1.8,Low,5.09,5.15
19,Female,158.3,80.0,31.93,2690,28,9282,6.3,2.1,Moderate,4.8,5.53
42,Male,179.4,61.5,19.11,1100,62,11888,9.2,2.9,High,8.5,8.96
60,Female,167.3,86.6,30.95,2673,0,6774,9.4,1.3,High,3.48,4.01
65,Female,165.4,78.8,28.8,2733,24,7259,7.4,2.4,Low,4.4,5.21
37,Male,167.4,55.5,19.82,1876,109,10435,6.4,4.4,Moderate,7.41,7.68
25,Male,172.7,69.1,23.18,1723,62,10535,6.0,4.2,High,7.84,8.24
45,Male,166.2,89.2,32.29,1868,62,9501,7.6,3.4,Moderate,8.16,8.64
57,Male,188.0,98.7,27.9,1100,21,8889,7.1,3.7,Low,6.69,7.41
63,Female,170.7,61.8,21.19,2136,14,9360,7.2,3.0,Moderate,5.14,5.61
20,Male,172.4,58.2,19.59,2409,37,7027,5.4,2.2,Moderate,4.75,5.13
31,Female,163.8,113.1,42.16,1690,43,4087,7.0,4.1,Moderate,7.19,8.39
40,Male,176.4,77.8,25.02,2786,98,2551,8.4,1.7,Moderate,6.06,6.67
22,Male,174.0,79.6,26.31,2351,73,10084,8.0,3.5,Low,6.58,7.41
60,Male,171.1,64.7,22.09,2430,48,8378,6.5,2.1,High,4.84,4.84
23,Male,166.5,81.9,29.52,2099,46,9594,6.9,2.2,Moderate,7.39,7.54
49,Other,174.0,108.9,35.95,2671,66,5098,5.2,3.1,Low,4.35,5.15
62,Male,169.6,82.6,28.69,2945,8,8359,6.2,4.4,Moderate,3.71,4.23
50,Male,172.9,97.2,32.5,2096,0,8275,6.6,3.9,Moderate,4.13,4.59
54,Male,189.7,78.5,21.83,2680,65,12476,7.8,2.9,Moderate,6.33,6.6
30,Male,175.4,59.5,19.36,2686,47,10981,6.2,2.7,High,5.34,6.28
57,Female,163.1,65.7,24.71,2508,8,5410,5.8,3.3,High,3.94,4.77
38,Female,153.1,57.9,24.7,3138,0,9765,7.9,3.8,Moderate,3.12,3.69
20,Male,167.7,81.9,29.12,1936,70,5385,6.5,1.0,Moderate,6.26,6.95
35,Female,180.3,100.0,30.78,2089,30,1000,6.0,2.5,Moderate,4.82,5.31
34,Female,173.5,80.9,26.87,1911,56,14040,8.0,1.7,Moderate,8.29,8.65
43,Female,141.2,72.5,36.35,2662,37,6687,7.6,2.4,Moderate,4.73,5.15
30,Female,162.4,63.8,24.17,2163,44,11638,6.8,1.5,Moderate,5.8,6.67
40,Male,167.4,84.4,30.13,1952,28,5685,6.6,1.0,High,5.29,5.75
38,Female,160.7,55.7,21.57,3131,42,5174,7.5,1.4,Moderate,4.06,4.68
33,Female,158.8,57.6,22.84,3204,61,6086,7.6,2.1,Low,3.66,4.11
51,Male,193.0,94.2,25.28,2135,37,8884,7.3,3.1,High,6.78,7.71
32,Other,178.8,73.0,22.84,1616,35,8616,7.1,1.9,High,6.88,7.25
54,Female,154.0,72.6,30.65,3231,62,9741,6.3,1.8,Low,4.74,5.87
30,Male,171.2,75.0,25.57,2535,63,6262,6.3,3.0,High,5.46,5.86
59,Female,161.6,91.1,34.87,2510,13,8141,6.8,2.9,Moderate,4.62,5.02
35,Female,155.5,81.0,33.51,2352,44,5048,5.8,4.1,Low,5.25,6.56
19,Female,169.9,64.6,22.4,1899,30,13142,5.7,3.4,Moderate,4.8,5.03
25,Female,151.2,65.3,28.56,2093,45,3400,6.9,1.7,Low,5.47,6.06
56,Female,158.1,74.5,29.8,2638,85,5123,8.2,2.0,Moderate,6.1,7.06
59,Female,158.0,83.4,33.42,2076,55,6518,4.5,3.3,High,6.87,6.93
28,Female,177.0,77.4,24.69,2516,105,16361,6.5,1.8,Moderate,6.85,7.54
46,Male,170.0,75.8,26.22,2306,51,10683,7.3,2.3,Low,5.92,5.98
45,Male,176.5,78.8,25.32,1771,40,5012,8.3,1.1,Low,6.06,6.67
24,Female,157.9,77.3,31.01,3110,44,10877,9.2,1.4,Moderate,4.38,5.69
39,Female,165.2,64.0,23.44,2597,48,9805,6.7,3.7,Moderate,5.11,5.11
51,Male,166.9,97.9,35.13,2465,54,8958,9.4,2.8,Moderate,6.61,7.18
64,Female,177.9,69.3,21.89,2577,17,10435,7.5,2.0,High,4.78,5.22
